i,yhat,loop,loop_time
1,37.922467051196456,1,176.59032106399536
272,38.793506896118814,1,176.59032106399536
543,40.27183921067234,1,176.59032106399536
814,44.76723119750885,1,176.59032106399536
1085,48.63302926671995,1,176.59032106399536
2,13.94574907650943,2,176.58025598526
273,14.783682511914785,2,176.58025598526
544,15.242557553085522,2,176.58025598526
815,16.391924270260347,2,176.58025598526
1086,17.082969194484217,2,176.58025598526
3,28.63510594088972,3,175.48007798194885
274,29.60454561864411,3,175.48007798194885
545,30.06617801139911,3,175.48007798194885
816,33.052160526339286,3,175.48007798194885
1087,34.72235689629174,3,175.48007798194885
4,19.830211501582898,4,179.52437114715576
275,21.196136106518686,4,179.52437114715576
546,23.63547750484572,4,179.52437114715576
817,24.953357207119563,4,179.52437114715576
1088,27.26468819060047,4,179.52437114715576
5,40.26188994356936,5,177.3910882472992
276,41.41259082185808,5,177.3910882472992
547,43.756985007560694,5,177.3910882472992
818,47.33425424773485,5,177.3910882472992
1089,48.780302296637615,5,177.3910882472992
6,17.881722636806494,6,174.83258700370789
277,19.2288868666924,6,174.83258700370789
548,18.994313800216656,6,174.83258700370789
819,20.600665419238723,6,174.83258700370789
1090,21.630006931773742,6,174.83258700370789
7,15.941352277767901,7,173.43112182617188
278,15.496886022705455,7,173.43112182617188
549,16.878215711118386,7,173.43112182617188
820,17.731981405172668,7,173.43112182617188
1091,19.30580384836391,7,173.43112182617188
8,20.26833974948527,8,173.54182648658752
279,20.87787438817801,8,173.54182648658752
550,20.845404936065066,8,173.54182648658752
821,23.0799892305705,8,173.54182648658752
1092,24.1650779453828,8,173.54182648658752
9,39.00493265786432,9,173.92284059524536
280,40.89094936909141,9,173.92284059524536
551,42.17310845286616,9,173.92284059524536
822,46.70713387631865,9,173.92284059524536
1093,47.296616773274785,9,173.92284059524536
10,21.0494602144576,10,173.03124809265137
281,20.33326857215095,10,173.03124809265137
552,22.316736776356557,10,173.03124809265137
823,24.351746988340814,10,173.03124809265137
1094,23.62971175560009,10,173.03124809265137
11,35.174044586548916,11,173.3323860168457
282,39.81158912155613,11,173.3323860168457
553,41.02951140484512,11,173.3323860168457
824,46.358709352315685,11,173.3323860168457
1095,49.64570466540936,11,173.3323860168457
12,22.72140110180586,12,172.7120807170868
283,23.365133033445563,12,172.7120807170868
554,25.26749202623327,12,172.7120807170868
825,27.608342465065657,12,172.7120807170868
1096,25.113920095504515,12,172.7120807170868
13,21.627062156793112,13,172.92846608161926
284,22.47787153051814,13,172.92846608161926
555,21.37732419810356,13,172.92846608161926
826,23.32132869123745,13,172.92846608161926
1097,23.170487161028294,13,172.92846608161926
14,16.8690666797937,14,173.05512642860413
285,16.773126748743696,14,173.05512642860413
556,17.68607916013033,14,173.05512642860413
827,18.30410722420511,14,173.05512642860413
1098,20.980165204485314,14,173.05512642860413
15,20.19494626817928,15,173.15486121177673
286,21.81601496991166,15,173.15486121177673
557,23.34467584324403,15,173.15486121177673
828,25.314963413285756,15,173.15486121177673
1099,22.27219553531432,15,173.15486121177673
16,22.284000859616466,16,173.36438727378845
287,23.60435989029526,16,173.36438727378845
558,26.34098007221683,16,173.36438727378845
829,28.97789165591526,16,173.36438727378845
1100,26.512128470089277,16,173.36438727378845
17,26.41401847209974,17,173.27856183052063
288,27.211770375262006,17,173.27856183052063
559,28.181629454775507,17,173.27856183052063
830,31.377833007642273,17,173.27856183052063
1101,32.27523287716708,17,173.27856183052063
18,34.82075962837907,18,173.1588876247406
289,36.08809835889914,18,173.1588876247406
560,40.57077461434909,18,173.1588876247406
831,45.37183764130918,18,173.1588876247406
1102,47.96218037005469,18,173.1588876247406
19,15.269912522537675,19,172.89570093154907
290,15.808902986394724,19,172.89570093154907
561,17.77108377389238,19,172.89570093154907
832,18.39707904263098,19,172.89570093154907
1103,18.44790632859448,19,172.89570093154907
20,33.65572181316444,20,172.92156720161438
291,32.49348065034858,20,172.92156720161438
562,31.763746047552956,20,172.92156720161438
833,35.7803509463318,20,172.92156720161438
1104,38.18608405696321,20,172.92156720161438
21,27.840644415309637,21,172.79382586479187
292,29.86984048829951,21,172.79382586479187
563,32.98434067541015,21,172.79382586479187
834,37.839859084325425,21,172.79382586479187
1105,38.04233733349386,21,172.79382586479187
22,30.429965947546727,22,173.0970160961151
293,34.413217915241724,22,173.0970160961151
564,34.91450196521094,22,173.0970160961151
835,40.19745648179718,22,173.0970160961151
1106,41.150390007690255,22,173.0970160961151
23,21.412261041291675,23,173.09106492996216
294,22.208386319935155,23,173.09106492996216
565,22.734341087224475,23,173.09106492996216
836,22.068575274250428,23,173.09106492996216
1107,20.907434391795668,23,173.09106492996216
24,19.184320092664592,24,173.22870993614197
295,19.448901294336164,24,173.22870993614197
566,21.46079065663221,24,173.22870993614197
