data_scale,i,yhat,loop,loop_time
0.1,1,6.886579786164972,1,0.003990650177001953
0.1,2,5.885051060818383,2,0.0039904117584228516
0.1,3,5.891202684799984,3,0.002990245819091797
0.1,4,5.913337388219555,4,0.003031015396118164
0.1,5,5.285146939536954,5,0.003977775573730469
0.1,6,5.6194240199735,6,0.003990650177001953
0.1,7,6.426335848725135,7,0.0029900074005126953
0.1,8,6.386175304686955,8,0.003988742828369141
0.2,1,1.372617729540062,1,0.003992319107055664
0.2,2,0.5552589559897516,2,0.003984689712524414
0.2,3,0.09310342806277094,3,0.0029926300048828125
0.2,4,0.47266875782283235,4,0.003988504409790039
0.2,5,-0.24860974408337877,5,0.002995729446411133
0.2,6,0.047039896578688234,6,0.0030171871185302734
0.2,7,1.3548490106711384,7,0.003993034362792969
0.2,8,0.6295290756019096,8,0.0029900074005126953
0.3,1,18.258187706245575,1,0.003989458084106445
0.3,2,11.2061550185482,2,0.0029926300048828125
0.3,3,9.143095278371009,3,0.0039882659912109375
0.3,4,11.033175522664521,4,0.002992391586303711
0.3,5,8.085222228470803,5,0.0029935836791992188
0.3,6,9.125072567979158,6,0.003988504409790039
0.3,7,14.627479634890246,7,0.003988742828369141
0.3,8,13.549900125868549,8,0.002988576889038086
0.4,1,1.888681275342793,1,0.014960527420043945
0.4,2,-0.63549103272674,2,0.0039823055267333984
0.4,3,-2.297531338000125,3,0.0030024051666259766
0.4,4,-0.8843716618273425,4,0.003987312316894531
0.4,5,-2.723739850823259,5,0.003988027572631836
0.4,6,-2.0972280772756227,6,0.003988981246948242
0.4,7,1.4621739940930372,7,0.002991914749145508
0.4,8,-0.4925288075188119,8,0.00399017333984375
0.5,1,6.6829846493038625,1,0.002988100051879883
0.5,2,4.701225837680977,2,0.00399017333984375
0.5,3,3.8088896633682015,3,0.003989219665527344
0.5,4,4.5514592786831924,4,0.0039899349212646484
0.5,5,2.7978993729543324,5,0.0029916763305664062
0.5,6,3.591075898176033,6,0.003988504409790039
0.5,7,6.588027109762316,7,0.002992391586303711
0.5,8,5.00468722210665,8,0.002990245819091797
0.6,1,-32.852367231557366,1,0.003986358642578125
0.6,2,-41.356896820837505,2,0.003989696502685547
0.6,3,-59.9268685019127,3,0.0029954910278320312
0.6,4,-43.187404627379244,4,0.003984928131103516
0.6,5,-51.64631821953828,5,0.00398707389831543
0.6,6,-50.213990801003845,6,0.00396728515625
0.6,7,-33.562750816797724,7,0.0030164718627929688
0.6,8,-45.55617874803884,8,0.003993034362792969
