i,yhat,loop,loop_time
1,3.656812845231224,1,2.4422450065612793
66,4.094032530541181,1,2.4422450065612793
121,3.836961995253841,1,2.4422450065612793
166,5.078429329943,1,2.4422450065612793
231,5.250604287453233,1,2.4422450065612793
266,6.898488250749826,1,2.4422450065612793
311,4.729111389926672,1,2.4422450065612793
396,9.089694538880975,1,2.4422450065612793
411,2.2941130847629334,1,2.4422450065612793
456,4.046627846492593,1,2.4422450065612793
501,4.32289919116105,1,2.4422450065612793
591,1.028519939197994,1,2.4422450065612793
606,0.6845602736822012,1,2.4422450065612793
691,14.507718373458781,1,2.4422450065612793
711,6.41883374166088,1,2.4422450065612793
766,4.185101735871959,1,2.4422450065612793
811,13.146487915179145,1,2.4422450065612793
886,4.8077130582445005,1,2.4422450065612793
981,3.7043581640698404,1,2.4422450065612793
996,4.303087502711918,1,2.4422450065612793
1006,3.2971653462083315,1,2.4422450065612793
1091,9.284681509082143,1,2.4422450065612793
1106,4.682953980038841,1,2.4422450065612793
1116,5.584598167642085,1,2.4422450065612793
1121,7.717806865119743,1,2.4422450065612793
1221,6.584341303938764,1,2.4422450065612793
1231,7.028398427781425,1,2.4422450065612793
1246,7.712157705028285,1,2.4422450065612793
1261,11.124979764662132,1,2.4422450065612793
1311,4.533544052283655,1,2.4422450065612793
1391,6.282758705136678,1,2.4422450065612793
1436,8.119178988448015,1,2.4422450065612793
1466,2.115976689136803,1,2.4422450065612793
1521,10.889742642281698,1,2.4422450065612793
1566,6.984789525260864,1,2.4422450065612793
1611,2.4427805665991076,1,2.4422450065612793
1681,4.3754493441490085,1,2.4422450065612793
1726,2.4030189308623093,1,2.4422450065612793
1786,2.5468559021409254,1,2.4422450065612793
1821,4.208548229322549,1,2.4422450065612793
1906,4.159354823150438,1,2.4422450065612793
1921,3.808228502452092,1,2.4422450065612793
1981,3.6981622207345235,1,2.4422450065612793
2026,0.8935522285692385,1,2.4422450065612793
2056,5.1787209548109,1,2.4422450065612793
2126,5.069900593789662,1,2.4422450065612793
2,3.8493589922028177,2,0.008685111999511719
67,8.66134287768832,2,0.008685111999511719
122,7.348412589834977,2,0.008685111999511719
167,9.79883300731541,2,0.008685111999511719
232,7.712088208321439,2,0.008685111999511719
267,11.00937069282755,2,0.008685111999511719
312,7.979416207393223,2,0.008685111999511719
397,4.4547650136956,2,0.008685111999511719
412,10.125861084166614,2,0.008685111999511719
