i,yhat,loop,loop_time
1,0.16899872119209366,1,1.5190708637237549
66,0.15528068611254334,1,1.5190708637237549
121,0.11837488618385106,1,1.5190708637237549
166,0.19114905404760538,1,1.5190708637237549
231,0.22947753078814792,1,1.5190708637237549
266,0.23496869730922795,1,1.5190708637237549
311,0.14276944873048608,1,1.5190708637237549
396,0.3004452608109314,1,1.5190708637237549
411,0.12050186635075542,1,1.5190708637237549
456,0.255405500796186,1,1.5190708637237549
501,0.11722163804533782,1,1.5190708637237549
591,0.08189283535991865,1,1.5190708637237549
606,0.09716199593453932,1,1.5190708637237549
691,0.23671028576213915,1,1.5190708637237549
711,0.20486292707283454,1,1.5190708637237549
766,0.4099158605940956,1,1.5190708637237549
811,0.3149991265462787,1,1.5190708637237549
886,0.14046577702680615,1,1.5190708637237549
981,0.11806596216121078,1,1.5190708637237549
996,0.11152280075209099,1,1.5190708637237549
1006,0.17812739280629042,1,1.5190708637237549
1091,0.2740087513756944,1,1.5190708637237549
1106,0.12995880020665007,1,1.5190708637237549
1116,0.21777880437970917,1,1.5190708637237549
1121,0.2675565353562136,1,1.5190708637237549
1221,0.19038508272184257,1,1.5190708637237549
1231,0.1932570724069049,1,1.5190708637237549
1246,0.2505914663734229,1,1.5190708637237549
1261,0.3035434532372134,1,1.5190708637237549
1311,0.1355788429138191,1,1.5190708637237549
1391,0.2661820794441394,1,1.5190708637237549
1436,0.19469815232257753,1,1.5190708637237549
1466,0.11853835185315167,1,1.5190708637237549
1521,0.2598145244017692,1,1.5190708637237549
1566,0.22387558188466394,1,1.5190708637237549
1611,0.0948904786082748,1,1.5190708637237549
1681,0.13560820142912106,1,1.5190708637237549
1726,0.16931712579800548,1,1.5190708637237549
1786,0.12384375164394729,1,1.5190708637237549
1821,0.18925487498489227,1,1.5190708637237549
1906,0.26169447475670926,1,1.5190708637237549
1921,0.18173151125304926,1,1.5190708637237549
1981,0.13987674946769965,1,1.5190708637237549
2026,0.14916422276874863,1,1.5190708637237549
2056,0.1708367609886168,1,1.5190708637237549
2126,0.13561452611235142,1,1.5190708637237549
2,0.10877613736392662,2,1.6010112762451172
67,0.15529446933906144,2,1.6010112762451172
122,0.07873816863150812,2,1.6010112762451172
167,0.18042445657363837,2,1.6010112762451172
232,0.10804000386495613,2,1.6010112762451172
267,0.19640499867246322,2,1.6010112762451172
312,0.08440687705144043,2,1.6010112762451172
397,0.07672116115169064,2,1.6010112762451172
412,0.1426396917765824,2,1.6010112762451172
457,0.07850566058014527,2,1.6010112762451172
502,0.1079842916888136,2,1.6010112762451172
592,0.10510669966996317,2,1.6010112762451172
607,0.10986170711609458,2,1.6010112762451172
692,0.1641646010965992,2,1.6010112762451172
712,0.07934835630480926,2,1.6010112762451172
767,0.13087923976086088,2,1.6010112762451172
812,0.17947200496848267,2,1.6010112762451172
887,0.23306917851223607,2,1.6010112762451172
982,0.09990719341403577,2,1.6010112762451172
997,0.06238766809636167,2,1.6010112762451172
1007,0.13125350055138027,2,1.6010112762451172
1092,0.1128927867162969,2,1.6010112762451172
1107,0.14736891259854093,2,1.6010112762451172
1117,0.10944672723347199,2,1.6010112762451172
1122,0.2778883260122778,2,1.6010112762451172
1222,0.10050511047683161,2,1.6010112762451172
1232,0.10323843515841113,2,1.6010112762451172
1247,0.09147631234718134,2,1.6010112762451172
1262,0.20354452683995064,2,1.6010112762451172
1312,0.1958979456195573,2,1.6010112762451172
1392,0.2677850243888474,2,1.6010112762451172
1437,0.08917647567090914,2,1.6010112762451172
1467,0.19662825581412535,2,1.6010112762451172
1522,0.2036317942765957,2,1.6010112762451172
1567,0.1483244169982422,2,1.6010112762451172
1612,0.17826462039520274,2,1.6010112762451172
1682,0.14456873969396913,2,1.6010112762451172
1727,0.08623478220094366,2,1.6010112762451172
1787,0.12583694190151143,2,1.6010112762451172
1822,0.16198479772208033,2,1.6010112762451172
1907,0.15390419702972963,2,1.6010112762451172
1922,0.3592847347635582,2,1.6010112762451172
1982,0.06979879495622428,2,1.6010112762451172
2027,0.1457913724672176,2,1.6010112762451172
2057,0.03242623796937647,2,1.6010112762451172
2127,0.06147222033571688,2,1.6010112762451172
3,0.46299981508799365,3,1.5915498733520508
68,0.38503142472769336,3,1.5915498733520508
123,0.28383046268900547,3,1.5915498733520508
168,1.073614417723921,3,1.5915498733520508
233,0.6727062022276806,3,1.5915498733520508
268,0.4542486547996044,3,1.5915498733520508
313,0.8438024404155534,3,1.5915498733520508
398,0.42558249479522525,3,1.5915498733520508
413,0.5594391905799684,3,1.5915498733520508
458,0.2728814594805761,3,1.5915498733520508
503,0.4202817607737884,3,1.5915498733520508
593,0.21870844173871923,3,1.5915498733520508
608,0.40355545694513945,3,1.5915498733520508
693,0.548460404108654,3,1.5915498733520508
713,0.10228498384003494,3,1.5915498733520508
768,0.2477788220099515,3,1.5915498733520508
813,0.23467037015665485,3,1.5915498733520508
888,0.5758660572829931,3,1.5915498733520508
983,0.48833263726210197,3,1.5915498733520508
998,0.5874810830994805,3,1.5915498733520508
1008,0.4806828078173371,3,1.5915498733520508
1093,0.4278931553178148,3,1.5915498733520508
1108,0.527458156764872,3,1.5915498733520508
1118,0.33997200237580927,3,1.5915498733520508
1123,0.5666174693802356,3,1.5915498733520508
1223,0.4709196901629728,3,1.5915498733520508
1233,0.20244836985401618,3,1.5915498733520508
1248,0.48578459705192106,3,1.5915498733520508
1263,0.4071642894331649,3,1.5915498733520508
1313,0.535043259609561,3,1.5915498733520508
1393,0.5188193017552878,3,1.5915498733520508
1438,0.44202577813089916,3,1.5915498733520508
1468,0.3592710576472679,3,1.5915498733520508
1523,0.20049334183776377,3,1.5915498733520508
1568,0.4231216219330128,3,1.5915498733520508
1613,0.23449047793385064,3,1.5915498733520508
1683,0.3012034730734536,3,1.5915498733520508
1728,0.24975958098388337,3,1.5915498733520508
1788,0.35764089716538544,3,1.5915498733520508
1823,0.6507156478301968,3,1.5915498733520508
1908,0.5806743212684695,3,1.5915498733520508
1923,0.28815901545574685,3,1.5915498733520508
1983,0.34460999136209314,3,1.5915498733520508
2028,0.24679097615492973,3,1.5915498733520508
2058,0.5103691899474003,3,1.5915498733520508
2128,0.5902162611850814,3,1.5915498733520508
4,0.2580390416267403,4,1.588318109512329
69,0.32710458697483885,4,1.588318109512329
124,0.4007182091864434,4,1.588318109512329
169,0.25081510241676364,4,1.588318109512329
234,0.30093276400771857,4,1.588318109512329
269,0.24049562906658714,4,1.588318109512329
314,0.28414205743831344,4,1.588318109512329
399,0.2921947926516238,4,1.588318109512329
414,0.2602459672847002,4,1.588318109512329
459,0.2997037833012361,4,1.588318109512329
504,0.2863753238423462,4,1.588318109512329
594,0.29348997025253615,4,1.588318109512329
609,0.2599815990950022,4,1.588318109512329
694,0.1912591747207037,4,1.588318109512329
714,0.35956088761244664,4,1.588318109512329
769,0.31738784633091277,4,1.588318109512329
814,0.3050527555244692,4,1.588318109512329
889,0.28698185481055444,4,1.588318109512329
984,0.291848338608388,4,1.588318109512329
999,0.33144441542701936,4,1.588318109512329
1009,0.3699676473581433,4,1.588318109512329
1094,0.22195041047027697,4,1.588318109512329
1109,0.2857528888746305,4,1.588318109512329
1119,0.12211620958087696,4,1.588318109512329
1124,0.29943764141841384,4,1.588318109512329
1224,0.3376982634688026,4,1.588318109512329
1234,0.26992801742638994,4,1.588318109512329
1249,0.22381960887462635,4,1.588318109512329
1264,0.2741909264869425,4,1.588318109512329
1314,0.2559878641022533,4,1.588318109512329
1394,0.28996811347454177,4,1.588318109512329
1439,0.34845226621337655,4,1.588318109512329
1469,0.22623441424312843,4,1.588318109512329
1524,0.24397139269637946,4,1.588318109512329
1569,0.22182401028489834,4,1.588318109512329
1614,0.3844729762060699,4,1.588318109512329
1684,0.3405160329401553,4,1.588318109512329
1729,0.24726376202382708,4,1.588318109512329
1789,0.10275569896680478,4,1.588318109512329
1824,0.2613724033270015,4,1.588318109512329
1909,0.3774109019807239,4,1.588318109512329
1924,0.021777370199518965,4,1.588318109512329
1984,0.32783859050203756,4,1.588318109512329
2029,0.16128776013346072,4,1.588318109512329
2059,0.29578646181665846,4,1.588318109512329
2129,0.26324780509088364,4,1.588318109512329
5,0.3608936370430339,5,1.5455210208892822
70,0.14060876777555925,5,1.5455210208892822
125,0.397843679851979,5,1.5455210208892822
170,0.12995260181857718,5,1.5455210208892822
235,0.1006917122413415,5,1.5455210208892822
270,0.1171447672017335,5,1.5455210208892822
315,0.5987272315738589,5,1.5455210208892822
400,0.016710599783176416,5,1.5455210208892822
415,0.5977263154007338,5,1.5455210208892822
460,1.1355480201450905,5,1.5455210208892822
505,0.3054662084119755,5,1.5455210208892822
595,0.7685423521307515,5,1.5455210208892822
610,0.010325687071977743,5,1.5455210208892822
695,0.35932808411509537,5,1.5455210208892822
715,0.05164236198454808,5,1.5455210208892822
770,0.5566094025225858,5,1.5455210208892822
815,0.26364508337791015,5,1.5455210208892822
890,0.4153246526563623,5,1.5455210208892822
985,0.1394191526952918,5,1.5455210208892822
1000,0.4801228908676055,5,1.5455210208892822
1010,0.1473125790498225,5,1.5455210208892822
1095,0.6034601773662,5,1.5455210208892822
1110,0.5539030124818757,5,1.5455210208892822
1120,0.30959036599795897,5,1.5455210208892822
1125,0.27707018714621723,5,1.5455210208892822
1225,0.09269360326481922,5,1.5455210208892822
1235,0.09776277628108906,5,1.5455210208892822
1250,0.07630025302626765,5,1.5455210208892822
1265,0.13229374671728986,5,1.5455210208892822
1315,0.11634382411257836,5,1.5455210208892822
1395,0.12515748685814537,5,1.5455210208892822
1440,0.7557226064093636,5,1.5455210208892822
1470,0.043773075162095304,5,1.5455210208892822
1525,0.08034111391929041,5,1.5455210208892822
1570,0.101660296147185,5,1.5455210208892822
1615,0.12744185662025365,5,1.5455210208892822
1685,0.20800748808060723,5,1.5455210208892822
1730,0.08997877146057225,5,1.5455210208892822
1790,0.3706879054337075,5,1.5455210208892822
1825,0.06621718927594313,5,1.5455210208892822
1910,0.22011830913716196,5,1.5455210208892822
1925,0.2052197628099131,5,1.5455210208892822
1985,0.062212332075372634,5,1.5455210208892822
2030,0.06083240900797544,5,1.5455210208892822
2060,0.08598975451416492,5,1.5455210208892822
2130,0.08656722557194486,5,1.5455210208892822
6,7.052633084123788,6,1.700382947921753
91,3.318679778669854,6,1.700382947921753
116,6.851397649103201,6,1.700382947921753
141,3.778536207911626,6,1.700382947921753
216,5.379966355785972,6,1.700382947921753
281,6.847101859247368,6,1.700382947921753
301,3.6183739720091634,6,1.700382947921753
356,11.964424135197957,6,1.700382947921753
446,4.126530046882127,6,1.700382947921753
481,6.267877624270079,6,1.700382947921753
511,6.427609851993067,6,1.700382947921753
541,4.1257940140729925,6,1.700382947921753
621,2.2514997782304134,6,1.700382947921753
686,0.3436550559527389,6,1.700382947921753
721,12.092799824032737,6,1.700382947921753
756,6.301505961950008,6,1.700382947921753
826,2.054107203194386,6,1.700382947921753
881,10.14425928464751,6,1.700382947921753
1286,6.377982542946105,6,1.700382947921753
1331,11.779300586861332,6,1.700382947921753
1371,3.3875687171741107,6,1.700382947921753
1416,7.388151527943885,6,1.700382947921753
1461,5.848059408472501,6,1.700382947921753
1496,9.222463896893299,6,1.700382947921753
1601,4.519476911599627,6,1.700382947921753
1626,10.903967193713212,6,1.700382947921753
1691,8.584353443964424,6,1.700382947921753
1731,3.01148731174573,6,1.700382947921753
1761,13.731025918835474,6,1.700382947921753
1816,2.8026339639879962,6,1.700382947921753
1861,5.694405740656937,6,1.700382947921753
1926,10.115735345242811,6,1.700382947921753
1951,7.38385472332099,6,1.700382947921753
1996,4.840244298638541,6,1.700382947921753
2096,3.6748653355001566,6,1.700382947921753
2131,3.617490714231234,6,1.700382947921753
7,1.5999613180422636,7,1.5990960597991943
92,1.1793981001817766,7,1.5990960597991943
117,2.584871733720413,7,1.5990960597991943
142,1.8425889094071193,7,1.5990960597991943
217,1.737226808413833,7,1.5990960597991943
282,2.3148195054828355,7,1.5990960597991943
8,0.8285429550937056,8,1.5658001899719238
93,1.7980945871018683,8,1.5658001899719238
118,1.3234251195363236,8,1.5658001899719238
143,1.834657016769703,8,1.5658001899719238
218,1.2571062700971096,8,1.5658001899719238
283,0.9691153771248836,8,1.5658001899719238
303,1.4051341894768277,8,1.5658001899719238
358,3.757250645105934,8,1.5658001899719238
448,1.471676718906961,8,1.5658001899719238
483,1.9309327931310691,8,1.5658001899719238
513,2.414834282719646,8,1.5658001899719238
543,1.170860361837124,8,1.5658001899719238
623,2.0286735489148575,8,1.5658001899719238
688,1.2657021958177417,8,1.5658001899719238
723,0.6453713961065803,8,1.5658001899719238
758,1.9787833335387677,8,1.5658001899719238
828,1.4625774516059342,8,1.5658001899719238
883,1.052808769679264,8,1.5658001899719238
1288,1.4762827536410887,8,1.5658001899719238
1333,1.7829849582910136,8,1.5658001899719238
1373,0.9957428081836237,8,1.5658001899719238
1418,0.504185479941643,8,1.5658001899719238
1463,1.0813538033199765,8,1.5658001899719238
1498,0.6403744685861752,8,1.5658001899719238
1603,1.1696239576009362,8,1.5658001899719238
1628,2.0001655184759275,8,1.5658001899719238
1693,1.9379554495488107,8,1.5658001899719238
1733,2.2897466282864403,8,1.5658001899719238
1763,2.608491339281112,8,1.5658001899719238
1818,2.0137349971354968,8,1.5658001899719238
1863,0.999387002781064,8,1.5658001899719238
1928,1.3085606609974179,8,1.5658001899719238
1953,2.347685769982117,8,1.5658001899719238
1998,2.4398604000124124,8,1.5658001899719238
2098,16.622653119993743,8,1.5658001899719238
2133,1.078681254320652,8,1.5658001899719238
9,0.4552050274150975,9,1.517315149307251
94,0.7704179580257285,9,1.517315149307251
119,0.8646409218358921,9,1.517315149307251
144,1.0326805413800182,9,1.517315149307251
219,0.7313669055712481,9,1.517315149307251
284,0.6067497453340567,9,1.517315149307251
304,0.7727362792258164,9,1.517315149307251
359,0.7111950052682983,9,1.517315149307251
449,0.5796442792054705,9,1.517315149307251
484,1.3623595818927272,9,1.517315149307251
689,0.7867119586437924,9,1.517315149307251
724,0.6223929209474414,9,1.517315149307251
759,0.7168014046520081,9,1.517315149307251
829,0.7292060111882958,9,1.517315149307251
884,0.8028089256298836,9,1.517315149307251
1284,0.3846192183415146,9,1.517315149307251
1329,0.8692251868402067,9,1.517315149307251
1369,1.5863499190443353,9,1.517315149307251
1384,0.8125263429951958,9,1.517315149307251
1484,1.1956689608645643,9,1.517315149307251
1519,0.9215582035800003,9,1.517315149307251
1574,0.7751485634472108,9,1.517315149307251
1634,1.009423633693052,9,1.517315149307251
1689,0.5185634863159396,9,1.517315149307251
1714,1.2311664416186459,9,1.517315149307251
1754,1.0010967122390468,9,1.517315149307251
1799,0.480794885080174,9,1.517315149307251
1884,0.5189819385743502,9,1.517315149307251
1939,1.181570156287335,9,1.517315149307251
1969,1.140856331628455,9,1.517315149307251
2024,1.172385635920351,9,1.517315149307251
2064,0.5829554761036835,9,1.517315149307251
2139,0.5504174309237496,9,1.517315149307251
10,0.7859460090069187,10,1.6452391147613525
95,0.8118884825211576,10,1.6452391147613525
120,1.1320961053413294,10,1.6452391147613525
